shipment_id,date,year,month,month_number,quarter,origin,destination,route,mode,hs_code,product_description,weight_kg,weight_tonnes,value_usd,shipment_value_million,status,bill_of_lading,shipper,consignee,remarks,Delay_Time(hrs),delay_days,Delay_Reason,delay_flag,delay_status
ADGF-2032280,2023-02-21,2023,February,2,1,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Sea,85171200,Frozen shrimp,1226.9,1.2269,15211.4,0.0152114,Delivered,BOL6152647950,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032288,2023-02-21,2023,February,2,1,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Air,30049099,Lithium batteries (packets),197.4,0.1974,46831.72,0.04683172,Delivered,BOL7387761656,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032364,2023-02-21,2023,February,2,1,"Jakarta, Indonesia","Melbourne, Australia","Jakarta, Indonesia → Melbourne, Australia",Air,7020010,Textile rolls (cotton),1965.9,1.9659,3830.64,0.0038306399999999997,In Transit,BOL6781117684,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,12.4,0.5166666666666667,Staff Shortage,True,Delayed
ADGF-2034009,2023-02-21,2023,February,2,1,"New Delhi, India","New York, USA","New Delhi, India → New York, USA",Sea,85423900,Furniture (assembled),2377.2,2.3771999999999998,6031.0,0.006031,Customs Hold,BOL5291729227,Sunrise Exports,Unknown (trade database),No Remarks,25.3,1.054166666666667,Traffic Issue,True,Delayed
ADGF-2025251,2023-02-22,2023,February,2,1,Vietnam (unspecified),"Mumbai, India","Vietnam (unspecified) → Mumbai, India",Air,39232990,Printed circuit boards,195.0,0.195,28247.74,0.02824774,Delivered,BOL6506319975,Sunrise Exports,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025874,2023-02-22,2023,February,2,1,"Los Angeles, USA","Mumbai, India","Los Angeles, USA → Mumbai, India",Sea,85171200,Ceramic tiles,2486.2,2.4861999999999997,5121.0,0.005121,Delivered,BOL2800827150,A & D International,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027278,2023-02-22,2023,February,2,1,"Shenzhen, China","Los Angeles, USA","Shenzhen, China → Los Angeles, USA",Air,10063010,Pharmaceutical tablets,38.7,0.038700000000000005,147561.16,0.14756116,Delivered,BOL4941543420,TransIndia Cargo,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029029,2023-02-22,2023,February,2,1,"Istanbul, Turkey",India,"Istanbul, Turkey → India",Road,7020010,Pharmaceutical tablets,87.1,0.0871,110729.8,0.1107298,Delivered,BOL2215478215,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030099,2023-02-22,2023,February,2,1,"Shenzhen, China",Singapore,"Shenzhen, China → Singapore",Sea,94036000,Smartphone units,132.7,0.13269999999999998,13302.225,0.013302225,Delivered,BOL3290890126,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033108,2023-02-22,2023,February,2,1,"New Delhi, India","New York, USA","New Delhi, India → New York, USA",Air,94036000,Frozen shrimp,1066.1,1.0660999999999998,6715.62,0.00671562,Delivered,BOL3260435398,Oceanic Logistics Co.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033405,2023-02-22,2023,February,2,1,"Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam","Ho Chi Minh City, Vietnam → Ho Chi Minh City, Vietnam",Air,39232990,Furniture (assembled),165.7,0.1657,23382.91,0.02338291,Delivered,BOL3292196050,A & D Global Freight Pvt. Ltd.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033628,2023-02-22,2023,February,2,1,"Shenzhen, China","Kolkata, India","Shenzhen, China → Kolkata, India",Air,30049099,Smartphone units,254.7,0.2547,133449.54,0.13344954,Delivered,BOL7149978520,TransIndia Cargo,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034207,2023-02-22,2023,February,2,1,"Jakarta, Indonesia","Los Angeles, USA","Jakarta, Indonesia → Los Angeles, USA",Air,30049099,Frozen shrimp,1243.7,1.2437,47786.16,0.04778616,Delivered,BOL7454588793,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036894,2023-02-22,2023,February,2,1,"Istanbul, Turkey","Ho Chi Minh City, Vietnam","Istanbul, Turkey → Ho Chi Minh City, Vietnam",Sea,Unknown,Wheat flour,8132.5,8.1325,8431.55,0.00843155,In Transit,BOL3178740729,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026136,2023-02-23,2023,February,2,1,"Hamburg, Germany","Los Angeles, USA","Hamburg, Germany → Los Angeles, USA",Sea,85423900,Ceramic tiles,3706.6,3.7066,10713.1,0.0107131,Pending Pickup,BOL9477320668,A & D International,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026531,2023-02-23,2023,February,2,1,"Sydney, Australia",Domestic,"Sydney, Australia → Domestic",Air,39232990,Fresh white flesh dragon fruits (public trade sample),561.5,0.5615,13302.225,0.013302225,Delivered,BOL8138636839,A & D Global Freight Pvt. Ltd.,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027204,2023-02-23,2023,February,2,1,"Los Angeles, USA","Kolkata, India","Los Angeles, USA → Kolkata, India",Sea,7020010,Lithium batteries (packets),136.9,0.1369,13294.55,0.013294549999999999,Delivered,BOL9619335373,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027295,2023-02-23,2023,February,2,1,"New Delhi, India","Melbourne, Australia","New Delhi, India → Melbourne, Australia",Sea,85423900,Plastic granules,1430.5,1.4305,9727.58,0.00972758,Delivered,BOL4378081986,Oceanic Logistics Co.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028217,2023-02-23,2023,February,2,1,"Hamburg, Germany","Sydney, Australia","Hamburg, Germany → Sydney, Australia",Sea,85171200,Lithium batteries (packets),121.4,0.12140000000000001,33963.18,0.03396318,Delivered,BOL6942142905,A & D International,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030872,2023-02-23,2023,February,2,1,"Hamburg, Germany","Sydney, Australia","Hamburg, Germany → Sydney, Australia",Air,85423900,LED lamps,938.5,0.9385,2365.39,0.0023653899999999998,Delivered,BOL7075278032,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031957,2023-02-23,2023,February,2,1,"Mumbai, India","New Delhi, India","Mumbai, India → New Delhi, India",Air,30049099,Stainless steel fasteners,2065.2,2.0652,4891.62,0.00489162,Delivered,BOL5346297214,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032667,2023-02-23,2023,February,2,1,"Hamburg, Germany",Singapore,"Hamburg, Germany → Singapore",Air,85171200,Lithium batteries (packets),84.2,0.0842,24678.05,0.02467805,Delivered,BOL9020131312,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032905,2023-02-23,2023,February,2,1,"Mumbai, India",Domestic,"Mumbai, India → Domestic",Sea,39232990,Stainless steel fasteners,605.3,0.6053,13769.31,0.01376931,Delivered,BOL9061300206,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2033402,2023-02-23,2023,February,2,1,"Ho Chi Minh City, Vietnam",Singapore,"Ho Chi Minh City, Vietnam → Singapore",Air,Unknown,Freight / tax invoice (public doc),1942.4,1.9424000000000001,6234.31,0.006234310000000001,Delivered,BOL4445095788,TransIndia Cargo,FreshFarms Importers,No Remarks,4.9,0.2041666666666667,Vehicle Breakdown,True,Delayed
ADGF-2025279,2023-02-24,2023,February,2,1,"Los Angeles, USA","Sydney, Australia","Los Angeles, USA → Sydney, Australia",Air,10063010,Freight / tax invoice (public doc),1172.3,1.1723,21364.09,0.02136409,Delivered,BOL3495005365,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2028962,2023-02-24,2023,February,2,1,"New Delhi, India","Kolkata, India","New Delhi, India → Kolkata, India",Sea,39232990,Frozen shrimp,793.9,0.7938999999999999,17517.38,0.017517380000000003,Delivered,BOL5996400350,TransIndia Cargo,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029671,2023-02-24,2023,February,2,1,"Los Angeles, USA","Bengaluru, India","Los Angeles, USA → Bengaluru, India",Air,7020010,Ceramic tiles,909.0,0.909,4516.53,0.0045165299999999995,Delivered,BOL7968449242,TransIndia Cargo,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029775,2023-02-24,2023,February,2,1,"Mumbai, India","New York, USA","Mumbai, India → New York, USA",Sea,Unknown,Fresh white flesh dragon fruits (public trade sample),704.9,0.7049,4917.66,0.00491766,In Transit,BOL4788826670,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029967,2023-02-24,2023,February,2,1,"Dubai, UAE","Bengaluru, India","Dubai, UAE → Bengaluru, India",Air,30049099,Paperboard rolls,659.1,0.6591,4987.73,0.004987729999999999,Delivered,BOL3646472664,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030066,2023-02-24,2023,February,2,1,"Mumbai, India","Sydney, Australia","Mumbai, India → Sydney, Australia",Road,8109090,Wheat flour,893.3,0.8933,3308.22,0.0033082199999999997,Delivered,BOL6183512169,Oceanic Logistics Co.,HomeStyle Furnitures,Manual verification completed,0.0,0.0,No Delay,False,On Time
ADGF-2033264,2023-02-24,2023,February,2,1,"Ho Chi Minh City, Vietnam","New Delhi, India","Ho Chi Minh City, Vietnam → New Delhi, India",Air,94036000,Fresh white flesh dragon fruits (public trade sample),1612.7,1.6127,36415.25,0.03641525,Pending Pickup,BOL7082816068,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034633,2023-02-24,2023,February,2,1,"Bangkok, Thailand","Sydney, Australia","Bangkok, Thailand → Sydney, Australia",Air,10063010,Processed spices (ground),3023.9,3.0239000000000003,9602.57,0.00960257,Delivered,BOL2289848983,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035127,2023-02-24,2023,February,2,1,"Shanghai, China",Domestic,"Shanghai, China → Domestic",Air,85423900,Furniture (assembled),759.9,0.7599,22751.21,0.022751209999999997,In Transit,BOL2409797312,Oceanic Logistics Co.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035137,2023-02-24,2023,February,2,1,"Bangkok, Thailand",India,"Bangkok, Thailand → India",Sea,7020010,Smartphone units,575.9,0.5759,137895.24,0.13789524,Delivered,BOL1211237331,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036096,2023-02-24,2023,February,2,1,Vietnam (unspecified),"Bengaluru, India","Vietnam (unspecified) → Bengaluru, India",Sea,10063010,LED lamps,587.3,0.5872999999999999,2410.25,0.00241025,In Transit,BOL1863025421,A & D Global Freight Pvt. Ltd.,Techtronica Pvt. Ltd.,No Remarks,27.3,1.1375,Customs Clearance,True,Delayed
ADGF-2030259,2023-02-25,2023,February,2,1,"Shenzhen, China","New York, USA","Shenzhen, China → New York, USA",Sea,7020010,Processed spices (ground),1931.8,1.9318,11224.77,0.01122477,Delivered,BOL1811936333,Sunrise Exports,Global Retail Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030697,2023-02-25,2023,February,2,1,"Dubai, UAE","London, UK","Dubai, UAE → London, UK",Air,94036000,LED lamps,1147.0,1.147,10087.7,0.010087700000000002,Delivered,BOL3726800536,Oceanic Logistics Co.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030706,2023-02-25,2023,February,2,1,"Hamburg, Germany","Dubai, UAE","Hamburg, Germany → Dubai, UAE",Sea,7020010,Pharmaceutical tablets,78.8,0.0788,24357.76,0.02435776,Delivered,BOL3025008363,A & D Global Freight Pvt. Ltd.,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032250,2023-02-25,2023,February,2,1,Vietnam (unspecified),Singapore,Vietnam (unspecified) → Singapore,Air,85423900,Paperboard rolls,2461.9,2.4619,19285.81,0.01928581,Delivered,BOL2749457345,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2034425,2023-02-25,2023,February,2,1,"Jakarta, Indonesia","Sydney, Australia","Jakarta, Indonesia → Sydney, Australia",Sea,8109090,Cocoa beans,2606.4,2.6064000000000003,5228.62,0.00522862,In Transit,BOL1786005157,A & D International,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035017,2023-02-25,2023,February,2,1,"Dubai, UAE","Chennai, India","Dubai, UAE → Chennai, India",Air,94036000,Ceramic tiles,2393.3,2.3933,36780.45,0.03678045,Delivered,BOL7104842751,Sunrise Exports,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2035968,2023-02-25,2023,February,2,1,"Rotterdam, Netherlands","Dubai, UAE","Rotterdam, Netherlands → Dubai, UAE",Air,7020010,Fresh white flesh dragon fruits (public trade sample),312.8,0.3128,5352.57,0.00535257,Delivered,BOL3206241943,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036305,2023-02-25,2023,February,2,1,"New Delhi, India",Domestic,"New Delhi, India → Domestic",Sea,Unknown,Cocoa beans,4205.2,4.2052,15702.19,0.01570219,Delivered,BOL7990533419,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036626,2023-02-25,2023,February,2,1,Vietnam (unspecified),Singapore,Vietnam (unspecified) → Singapore,Air,10063010,Printed circuit boards,596.2,0.5962000000000001,46620.03,0.04662003,Delivered,BOL3430939181,A & D International,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2036632,2023-02-25,2023,February,2,1,"Jakarta, Indonesia","Sydney, Australia","Jakarta, Indonesia → Sydney, Australia",Air,Unknown,Processed spices (ground),512.5,0.5125,5296.91,0.00529691,Delivered,BOL6610175763,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2025373,2023-02-26,2023,February,2,1,"Shanghai, China",India,"Shanghai, China → India",Sea,Unknown,Pharmaceutical tablets,197.3,0.1973,27052.06,0.027052060000000003,Delivered,BOL4183687049,Sunrise Exports,Global Retail Ltd.,No Remarks,24.4,1.016666666666667,Holiday Closure,True,Delayed
ADGF-2025686,2023-02-26,2023,February,2,1,"Sydney, Australia","Melbourne, Australia","Sydney, Australia → Melbourne, Australia",Sea,7020010,Pharmaceutical tablets,172.6,0.1726,95298.83,0.09529883,Customs Hold,BOL3487252883,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026116,2023-02-26,2023,February,2,1,"Kochi, India","New York, USA","Kochi, India → New York, USA",Sea,94036000,Textile rolls (cotton),538.7,0.5387000000000001,6272.31,0.0062723100000000006,Delivered,BOL2712557562,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,44.3,1.845833333333333,Staff Shortage,True,Delayed
ADGF-2026701,2023-02-26,2023,February,2,1,"Hamburg, Germany","Dubai, UAE","Hamburg, Germany → Dubai, UAE",Sea,30049099,Engine parts,5535.8,5.5358,3006.31,0.00300631,Delivered,BOL9339597852,Oceanic Logistics Co.,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026746,2023-02-26,2023,February,2,1,"Dubai, UAE","Ho Chi Minh City, Vietnam","Dubai, UAE → Ho Chi Minh City, Vietnam",Air,94036000,Textile rolls (cotton),625.4,0.6254,7218.46,0.00721846,Delivered,BOL9849157756,A & D Global Freight Pvt. Ltd.,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026797,2023-02-26,2023,February,2,1,"Seattle, USA","New York, USA","Seattle, USA → New York, USA",Sea,85171200,Engine parts,911.7,0.9117000000000001,20551.18,0.02055118,Delivered,BOL1963220470,A & D International,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2026910,2023-02-26,2023,February,2,1,"Kochi, India","Sydney, Australia","Kochi, India → Sydney, Australia",Sea,39232990,Freight / tax invoice (public doc),1218.7,1.2187000000000001,33615.69,0.033615690000000004,Delivered,BOL6719764527,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2027523,2023-02-26,2023,February,2,1,"Ho Chi Minh City, Vietnam","Melbourne, Australia","Ho Chi Minh City, Vietnam → Melbourne, Australia",Sea,30049099,Pharmaceutical tablets,127.8,0.1278,10298.17,0.01029817,Delivered,BOL9484519243,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,Routine shipment,33.3,1.3875,Traffic Issue,True,Delayed
ADGF-2028701,2023-02-26,2023,February,2,1,"Sydney, Australia","Melbourne, Australia","Sydney, Australia → Melbourne, Australia",Sea,94036000,Processed spices (ground),1051.0,1.051,4280.06,0.0042800600000000005,Delivered,BOL6796097390,Sunrise Exports,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2029166,2023-02-26,2023,February,2,1,"Shanghai, China","Dubai, UAE","Shanghai, China → Dubai, UAE",Sea,94036000,Lithium batteries (packets),261.3,0.26130000000000003,32023.0,0.032023,Delivered,BOL9894696521,Oceanic Logistics Co.,HomeStyle Furnitures,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030217,2023-02-26,2023,February,2,1,"Dubai, UAE","Kolkata, India","Dubai, UAE → Kolkata, India",Air,85171200,Frozen shrimp,920.2,0.9202,7684.26,0.00768426,Delivered,BOL2307920171,TransIndia Cargo,Unknown (trade database),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030762,2023-02-26,2023,February,2,1,"Shanghai, China","London, UK","Shanghai, China → London, UK",Air,8109090,Engine parts,1528.6,1.5286,1276.71,0.0012767100000000001,Delivered,BOL5056888290,Oceanic Logistics Co.,Techtronica Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2030942,2023-02-26,2023,February,2,1,"Sydney, Australia","Melbourne, Australia","Sydney, Australia → Melbourne, Australia",Sea,8109090,Engine parts,1291.6,1.2915999999999999,9273.15,0.009273149999999999,Delivered,BOL1013306151,A & D Global Freight Pvt. Ltd.,ABC Importers Pvt. Ltd.,Routine shipment,0.0,0.0,No Delay,False,On Time
ADGF-2031333,2023-02-26,2023,February,2,1,"Shenzhen, China","Ho Chi Minh City, Vietnam","Shenzhen, China → Ho Chi Minh City, Vietnam",Sea,Unknown,Freight / tax invoice (public doc),1129.0,1.129,14122.73,0.01412273,Customs Hold,BOL5935477572,Sunrise Exports,Unknown (invoice),No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2031825,2023-02-26,2023,February,2,1,"Sydney, Australia","Bengaluru, India","Sydney, Australia → Bengaluru, India",Sea,Unknown,Printed circuit boards,143.7,0.1437,47243.38,0.047243379999999995,Delivered,BOL5381566898,TransIndia Cargo,ABC Importers Pvt. Ltd.,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032020,2023-02-26,2023,February,2,1,Vietnam (unspecified),"Mumbai, India","Vietnam (unspecified) → Mumbai, India",Sea,85171200,Printed circuit boards,312.2,0.3122,34458.05,0.034458050000000004,Delivered,BOL8968022744,A & D International,FreshFarms Importers,No Remarks,0.0,0.0,No Delay,False,On Time
ADGF-2032959,2023-02-26,2023,February,2,1,"New Delhi, India",Domestic,"New Delhi, India → Domestic",Air,85171200,Frozen shrimp,885.4,0.8854,11817.43,0.01181743,Delivered,BOL6959209214,A & D Global Freight Pvt. Ltd.,FreshFarms Importers,No Remarks,5.6,0.2333333333333333,Weather Delay,True,Delayed
ADGF-2033104,2023-02-26,2023,February,2,1,"Los Angeles, USA",India,"Los Angeles, USA → India",Air,Unknown,Engine parts,1106.7,1.1067,12510.42,0.01251042,Customs Hold,BOL6508826393,Sunrise Exports,Techtronica Pvt. Ltd.,Documentation review required,0.0,0.0,No Delay,False,On Time
ADGF-2033270,2023-02-26,2023,February,2,1,"Jakarta, Indonesia","Rotterdam, Netherlands","Jakarta, Indonesia → Rotterdam, Netherlands",Sea,30049099,Paperboard rolls,907.9,0.9078999999999999,23596.24,0.02359624,Delivered,BOL1940230688,TransIndia Cargo,FreshFarms Importers,No Remarks,15.3,0.6375000000000001,Technical Glitch,True,Delayed
ADGF-2034071,2023-02-26,2023,February,2,1,"Jakarta, Indonesia","Dubai, UAE","Jakarta, Indonesia → Dubai, UAE",Sea,39232990,Freight / tax invoice (public doc),1106.1,1.1060999999999999,12489.75,0.01248975,Delivered,BOL2005006876,A & D International,Techtronica Pvt. Ltd.,Documentation review required,61.2,2.55,Staff Shortage,True,Delayed
